"Word","Length","Freq_HAL","Pron","I_Mean_RT","I_NMG_Mean_RT"
"palisade","8","39","p%a.lI.s""ed","926.250","745.920"
"palisades","9","167","p%a.lI.s""edz","869.917","775.238"
"pall","4","160","p""Ol","718.706","627.000"
"palladium","9","690","p@.l""e.4i@m","925.895","931.750"
"pallbearer","10","17","p""Ol.b%Er.@`","853.560","751.333"
"pallet","6","183","p""a.l@t","644.654","661.760"
"pallid","6","69","p""a.lId","852.824","685.609"
"pallor","6","50","p""a.l@`","724.778","684.824"
"palm","4","5,990","p""Alm","617.903","589.071"
"palmed","6","65","p""Almd","759.194","628.231"
"Palmer","6","4,982","p""A.m@`","719.677","699.607"
"palmetto","8","211","pal.m""E.4o","791.593","828.857"
"palmist","7","10","p""Alm.Ist","816.333","781.115"
"palmistry","9","38","""pAmIstri","890.308","797.056"
"palms","5","1,673","p""Almz","688.968","586.630"
"palomino","8","215","p%a.l@.m""i.no","1,200.444","950.812"
"palpable","8","213","p""al.p@.bl=","773.920","755.696"
"palpably","8","28","p""al.p@.bli","889.357","859.944"
"palpitate","9","7","p""al.p@.tet","922.269","833.636"
"palpitation","11","9","p%al.p@.t""e.Sn=","1,011.292","789.375"
"pals","4","1,687","p""alz","603.968","617.520"
"pal's","5","77","p""alz","778.710","640.037"
"palsy","5","300","p""Ol.zi","895.368","733.800"
"paltry","6","325","p""Ol.tri","722.833","673.273"
"Pam","3","2,927","p""am","691.742","617.556"
"Pamela","6","2,251","p""a.m@.l@","705.939","634.821"
"Pamela's","8","66","p""am@l@z","753.750","673.444"
"pamper","6","88","p""am.p@`","669.412","613.400"
"pampered","8","263","p""am.p@`d","734.364","671.071"
"pamphlet","8","2,115","p""am.fl@t","708.719","776.111"
"pamphlets","9","994","p""am.fl@ts","683.906","767.667"
"Pam's","5","176","p""amz","603.618","587.808"
"pan","3","10,047","p""an","633.125","614.160"
"panacea","7","367","p%a.n@.s""i@","780.182","860.400"
"panaceas","8","27","p%a.n@.s""i@z","823.533","1,070.000"
"panache","7","187","p@.n""aS","881.375","807.750"
"Panama","6","1,943","p""a.n@.mA","660.552","662.448"
"Panamanian","10","157","p%a.n@.m""e.ni@n","938.833","903.375"
"pancake","7","671","p""aN.k%ek","579.559","638.741"
"pancreas","8","544","p""aN.kri@s","807.903","748.148"
"panda","5","887","p""an.4@","710.000","636.214"
"pandemic","8","110","pan.d""E.mIk","871.357","814.500"
"pandemonium","11","212","p%an.4@.m""o.ni@m","917.379","870.120"
"pander","6","214","p""an.4@`","773.421","684.269"
"panders","7","49","p""an.4@`z","845.176","724.654"
"Pandora","7","388","pan.d""O.r@","808.688","711.815"
"Pandora's","9","304","pan.d""O.r@z","832.138","746.654"
"pane","4","969","p""en","763.640","573.957"
"panel","5","19,722","p""a.nl=","633.091","570.120"
"paneled","7","34","p""a.nl=d","760.321","700.385"
"paneling","8","104","p""a.nl=.IN","741.367","744.231"
"panelized","9","3","p""an@l%aIzd","731.615","882.476"
"panellist","9","8","p""a.nl=.Ist","983.105","883.478"
"panels","6","4,503","p""a.nl=z","651.125","604.393"
"panel's","7","155","p""a.nl=z","745.700","642.393"
"panes","5","332","p""enz","769.682","602.500"
"pang","4","728","p""aN","723.526","596.654"
"pangs","5","144","p""aNz","764.789","664.000"
"panhandle","9","228","p""an.h%an.4l=","780.182","694.458"
"panic","5","6,564","p""a.nIk","549.484","622.192"
"panicked","8","596","p""a.nIkt","765.387","736.208"
"panicky","7","111","p""a.nIk.i","763.048","767.429"
"panorama","8","734","p%a.n@`.r""a.m@","880.538","952.364"
"panoramas","9","24","p%a.n@`.r""a.m@z","1,041.308","893.091"
"panoramic","9","269","p%a.n@`.r""a.mIk","902.469","849.964"
"panpipes","8","4","""panpaIps","920.350","900.208"
"pans","4","1,067","p""anz","616.594","588.296"
"pansies","7","100","p""an.ziz","794.655","698.458"
"pansy","5","365","p""an.zi","755.423","630.346"
"pant","4","536","p""ant","645.364","590.550"
"pantaloon","9","1","p%an.4@.l""un","936.455","793.188"
"pantaloons","10","20","p%an.4@.l""unz","1,042.769","940.385"
"panted","6","313","p""an4.@d","766.818","705.636"
"pantheism","9","57","p""an.Ti.%I.zm=","961.750","1,031.500"
"pantheist","9","39","p""an.Ti.Ist","1,174.000","1,047.533"
"pantheon","8","635","p""an.Ti.An","833.722","941.318"
"Pantheon's","10","0","p""an.Ti.Anz","769.692","847.950"
"panther","7","2,247","p""an.T@`","718.656","720.444"
"panthers","8","1,374","p""an.T@`z","768.909","692.609"
"panties","7","6,323","p""an4.iz","672.121","667.385"
"panting","7","913","p""an4.IN","695.774","676.478"
"pantomime","9","86","p""an.4@.m%aIm","759.167","836.950"
"pantomimed","10","28","p""an.4@.m%aImd","993.250","952.105"
"pantomimic","10","0","p%an.4@.m""Im.Ik","1,011.667","983.333"
"pantry","6","213","p""an.tri","701.727","656.444"
"pants","5","10,126","p""ants","581.588","576.148"
"pap","3","1,829","p""ap","761.316","618.630"
"papa","4","2,086","p""A.p@","672.258","612.519"
"papacy","6","150","p""e.p@.si","720.167","865.000"
"papal","5","466","p""e.pl=","736.522","768.143"
"papa's","6","92","p""A.p@z","652.742","631.042"
"papaya","6","201","p@.p""aI@","786.148","733.852"
"paper","5","64,005","p""e.p@`","623.235","528.643"
"paperback","9","5,502","p""e.p@`.b%ak","672.941","625.500"
"paperbacks","10","741","p""e.p@`.b%aks","657.188","687.423"
"paperboy","8","470","p""e.p@`.b%OI","678.258","642.607"
"papers","6","28,732","p""e.p@`z","657.545","591.481"
"paper's","7","291","p""e.p@`z","600.559","623.500"
"paperweight","11","132","p""e.p@`.w%et","784.000","655.320"
"paperwork","9","2,654","p""e.p@`.w%3`k","626.424","602.643"
"papery","6","17","p""e.p@`.i","845.778","743.818"
"papillary","9","7","p""a.p@.l%E.ri","815.600","971.300"
"papist","6","129","p""e.pIst","829.700","767.000"
"papoose","7","38","p@.p""us","855.000","770.762"
"pappy","5","83","p""a.pi","872.375","635.964"
"paprika","7","320","p@.pr""i.k@","735.357","776.417"
"papyrus","7","763","p@.p""aI.r@s","945.476","891.526"
"par","3","9,474","p""Ar","770.042","628.464"
"parable","7","712","p""a.r@.bl=","678.480","654.917"
"parables","8","226","p""a.r@.bl=z","820.964","748.074"
"parabola","8","134","p@`.r""a.b@.l@","853.296","830.522"
"parabolic","9","270","p%a.r@.b""A.lIk","889.038","848.400"
"parachute","9","1,247","p""a.r@.S%ut","691.152","733.893"
"parachutes","10","415","p""a.r@.S%uts","829.742","688.321"
"parade","6","3,589","p@`.r""ed","643.382","622.963"
"paraded","7","185","p@`.r""e4.@d","774.893","804.200"
"parades","7","623","p@`.r""edz","670.839","647.115"
"paradigm","8","4,279","p""a.r@.daIm","830.538","805.478"
"paradigmatic","12","49","p%a.r@.4Ig.m""a.4Ik","1,098.562","1,153.500"
"paradigms","9","1,188","p""a.r@.daImz","784.524","718.900"
"parading","8","187","p@`.r""e4.IN","813.731","870.000"
"paradise","8","11,010","p""a.r@.daIs","660.176","642.259"
"paradox","7","6,463","p""a.r@.dAks","723.700","627.607"
"paradoxical","11","413","p%a.r@.d""Aks.Ik.l=","778.939","730.739"
"paradoxically","13","288","p%a.r@.d""Aks.Ik.li","1,031.250","810.273"
"paraffin","8","265","p""a.r@.fIn","803.250","791.818"
"paragon","7","902","p""a.r@.gAn","848.619","829.393"
"paragraph","9","14,678","p""a.r@.gr%af","634.303","643.760"
"paragraphing","12","11","p""a.r@.gr%af.IN","995.812","839.462"
"paragraphs","10","3,149","p""a.r@.gr%afs","759.667","657.440"
"Paraguay","8","477","p""a.r@.gw%aI","820.440","817.520"
"parakeet","8","178","p""a.r@.k%it","1,050.071","712.778"
"parakeets","9","109","p""a.r@.k%its","790.208","806.962"
"parallel","8","25,084","p""a.r@.lEl","667.485","691.920"
"paralleled","10","152","p""a.r@.lEld","788.906","773.333"
"paralleling","11","87","p""a.r@.l%El.IN","804.781","750.833"
"parallelism","11","646","p""a.r@.lEl.%I.zm=","854.433","792.227"
"parallelogram","13","72","p%a.r@.l""El.@.gr%am","1,131.115","958.667"
"parallels","9","1,643","p""a.r@.lElz","875.909","667.286"
"paralysis","9","766","p@`.r""a.l@.sIs","752.677","720.143"
"paralyze","8","1,665","p""a.r@.laIz","683.788","628.929"
"paralyzed","9","747","p""a.r@.laIzd","721.515","637.500"
"paralyzes","9","61","p""a.r@.l%aIz.@z","783.290","672.348"
"paramagnet","10","0","p%a.r@.m""ag.n@t","1,606.111","1,094.231"
"paramagnetic","12","22","p%a.r@.mag.n""E4.Ik","1,087.765","1,170.778"
"parameter","9","8,367","p@`.r""a.m@.4@`","758.323","765.458"
"parameters","10","12,514","p@`.r""a.m@.4@`z","775.759","764.741"
"parametric","10","883","p%a.r@.m""E.trIk","1,008.222","803.667"
"paramilitary","12","866","p%a.r@.m""I.l@.t%E.ri","1,229.833","1,051.500"
"paramount","9","4,799","p""a.r@.maUnt","751.200","706.160"
"paranoia","8","2,953","p%a.r@.n""OI@","865.531","751.815"
"paranoiac","9","52","p%a.r@.n""OI.Ik","1,020.062","974.938"
"paranoid","8","5,408","p""a.r@.n%OId","667.625","733.667"
"paranormal","10","1,258","p%a.r@.n""Or.ml=","1,000.926","807.708"
"parapet","7","31","p""a.r@.p@t","853.929","957.842"
"parapets","8","16","p""a.r@.p@ts","792.143","840.579"
"paraphernalia","13","387","p%a.r@.f@`.n""e.lj@","943.789","855.750"
"paraphrase","10","1,872","p""a.r@.fr%ez","735.147","747.741"
"paraphrases","11","128","p""a.r@.fr%ez.@z","911.484","813.360"
"paraphrasing","12","708","p""a.r@.fr%ez.IN","889.258","831.800"
"paraplegic","10","99","p%a.r@.pl""i.dZIk","987.292","893.130"
"parapsychology","14","191","p%a.r@.saI.k""A.l@.dZi","1,224.450","995.391"
"parasite","8","2,898","p""a.r@.saIt","781.733","633.357"
"parasites","9","2,590","p""a.r@.saIts","849.469","699.926"
"parasitic","9","582","p%a.r@.s""I4.Ik","789.806","774.125"
"parasol","7","54","p""a.r@.sOl","780.885","746.957"
"parasols","8","21","p""a.r@.sOlz","953.000","786.048"
"parasympathetic","15","26","p%a.r@.s%Im.p@.T""E.4Ik","1,118.095","935.000"
"paratrooper","11","70","p""a.r@.tr%up.@`","1,054.593","815.423"
"paratroopers","12","147","p""a.r@.tr%up.@`z","1,036.643","929.571"
"paratroops","10","39","p""a.r@.tr%ups","1,052.480","841.920"
"parcel","6","1,196","p""Ar.sl=","677.069","664.679"
"parceled","8","25","p""Ar.sl=d","854.769","777.958"
"parcels","7","394","p""Ar.sl=z","699.429","720.400"
"parch","5","7","p""ArtS","861.091","626.036"
"parched","7","96","p""ArtSt","746.536","644.370"
"parchment","9","310","p""ArtS.m@nt","818.920","731.962"
"pardon","6","4,885","p""Ar.dn=","770.030","621.926"
"pardonable","10","14","p""Ar.dn=.@.bl=","955.778","855.087"
"pardoned","8","232","p""Ar.dn=d","737.303","734.333"
"pardoner","8","4","p""Ar.dn=.@`","932.923","795.440"
"pardons","7","224","p""Ar.dn=z","725.606","636.926"
"pare","4","729","p""Er","748.556","622.522"
"parent","6","14,797","p""E.r@nt","597.438","584.607"
"parentage","9","308","p""E.r@n4.IdZ","1,012.500","854.556"
"parental","8","2,201","p@`.r""En4.l=","700.576","725.435"
"parentheses","11","1,623","p@`.r""En.T@.siz","838.630","837.167"
"parenthesis","11","988","p@`.r""En.T@.sIs","919.133","801.130"
"parenthetical","13","189","p%a.r@n.T""E.4Ik.l=","976.955","959.850"
"parenthetically","15","93","p%a.r@n.T""E.4Ik.li","1,167.050","1,033.042"
"parenthood","10","1,174","p""E.r@nt.h%Ud","696.094","728.679"
"parents","7","45,055","p""E.r@nts","547.588","597.481"
"parent's","8","1,367","p""E.r@nts","667.853","621.538"
"pariah","6","232","p@`.r""aI@","783.917","662.059"
"parings","7","14","p""Er.INz","803.625","652.231"
"Paris","5","14,626","p""a.rIs","610.364","593.107"
"parish","6","1,358","p""a.rIS","634.094","670.615"
"parishes","8","242","p""a.rIS.@z","789.259","771.577"
"parishioner","11","49","p@`.r""I.Sn=.@`","942.036","884.565"
"parishioners","12","250","p@`.r""I.Sn=.@`z","974.913","811.000"
"Parisian","8","183","p@`.r""Iz.i@n","839.423","858.438"
"parity","6","7,010","p""a.r@.4i","818.409","1,026.045"
"park","4","46,460","p""Ark","615.971","558.571"
"parka","5","244","p""Ar.k@","708.600","628.577"
"parked","6","2,098","p""Arkt","599.097","594.769"
"parkhouse","9","9","p""Ark.h%aUs","741.250","695.357"
"parking","7","8,998","p""Ark.IN","650.935","606.185"
"Parkinson","9","483","p""Ar.kIn.sn=","876.839","726.444"
"Parkinson's","11","304","p""Ar.kIn.sn=z","914.679","655.259"
"parkland","8","307","p""Ark.l%and","857.700","638.963"
"parklike","8","0","p""Ark.l%aIk","844.857","727.000"
"parks","5","6,714","p""Arks","622.774","554.444"
"parkway","7","3,937","p""Ark.w%e","726.727","620.111"
"parlance","8","424","p""Ar.l@ns","937.538","872.118"
"parlayed","8","56","p""Arl%ed","1,217.188","750.067"
"parley","6","54","p""Ar.li","653.588","682.750"
"parliament","10","8,424","p""Ar.l@.m@nt","815.759","786.630"
"parliamentarian","15","141","p%Ar.l@.mEnt.""E.ri@n","1,232.000","956.917"
"parliamentarians","16","231","p%Ar.l@.mEnt.""E.ri@nz","1,355.733","944.000"
"parliamentary","13","2,268","p%Ar.l@.m""En4.@`.ri","889.207","857.885"
"parliaments","11","264","p""Ar.l@.m@nts","806.657","795.769"
"parlor","6","683","p""Ar.l@`","665.448","681.929"
"parlors","7","247","p""Ar.l@`z","792.267","640.778"
"Parmesan","8","369","p""Ar.m@.zAn","956.037","888.789"
"parochial","9","481","p@`.r""o.ki@l","892.333","827.188"
"parochialism","12","41","p@`.r""o.ki@l.%I.zm=","1,016.600","890.364"
"parodied","8","130","p""a.r@.4id","816.833","956.444"
"parodies","8","589","p""a.r@.4iz","799.767","853.500"
"parody","6","3,751","p""a.r@.4i","791.267","692.964"
"parole","6","1,236","p@`.r""ol","682.267","707.500"
"parolees","8","35","p@`.r%ol.""iz","819.667","887.308"
"paroxysm","8","20","p@`.r""Ak.sI.zm=","904.818","721.667"
"parried","7","127","p""a.rid","833.417","726.957"
"parrot","6","1,771","p""a.r@t","696.939","611.429"
"parroting","9","152","p""a.r@4.IN","799.154","742.227"
"parrotlike","10","0","p""a.r@t.l%aIk","897.385","797.240"
"parrots","7","700","p""a.r@ts","708.935","630.741"
"parry","5","1,855","p""a.ri","766.500","672.706"
"pars","4","203","p""Arz","751.714","637.080"
"parse","5","2,158","p""Arz","864.444","701.000"
"parsimonious","12","76","p%Ar.s@.m""o.ni@s","968.250","935.000"
"parsimony","9","135","p""Ar.s@.m%o.ni","926.250","856.105"
"parsley","7","784","p""Ar.sli","705.667","665.926"
"parsnip","7","45","p""Ar.snIp","964.786","841.136"
"parson","6","279","p""Ar.sn=","812.160","744.321"
"parsonage","9","17","p""Ar.sn=.IdZ","946.909","842.579"
"parsons","7","2,713","p""Ar.sn=z","761.074","642.440"
"part","4","249,067","p""Art","654.938","554.593"
"partake","7","601","pAr.t""ek","895.185","715.607"
"partaker","8","15","pAr.t""ek.@`","883.240","744.167"
"partakes","8","48","pAr.t""eks","933.692","723.500"
"partaking","9","170","pAr.t""ek.IN","809.964","720.481"
"parted","6","1,330","p""Ar4.@d","743.548","666.821"
"Parthenon","9","68","p""Ar.T@.nAn","809.120","925.130"
"partial","7","39,776","p""Ar.Sl=","747.545","570.875"
"partiality","10","74","p%Ar.Si.""al.@.4i","940.893","798.571"
"partially","9","6,752","p""Ar.Sl=.i","723.200","749.885"
"participant","11","2,412","p@`.t""I.s@.p@nt","651.697","706.680"
"participants","12","12,724","p@`.t""I.s@.p@nts","686.455","672.750"
"participate","11","18,155","pAr.t""I.s@.pet","698.606","702.037"
"participated","12","3,676","pAr.t""I.s@.p%e4.@d","709.323","712.591"
"participates","12","925","pAr.t""I.s@.pets","745.781","667.560"
"participating","13","7,172","pAr.t""I.s@.p%e4.IN","716.242","681.320"
"participation","13","9,693","pAr.t%I.s@.p""e.Sn=","710.029","759.074"
"participial","11","14","%pArtI""sIpi@l","841.353","776.200"
"participle","10","134","p""Ar.4@.sI.pl=","793.333","777.059"
"particle","8","5,898","p""Ar.4I.kl=","674.061","760.214"
"particles","9","5,743","p""Ar.4I.kl=z","754.906","685.667"
"particular","10","74,278","p@`.t""I.kj@.l@`","701.455","761.571"
"particularistic","15","3","p@`.t%I.kj@.l@`.""Ist.Ik","1,097.333","1,046.176"
"particularity","13","61","p@`.t%I.kj@.l""ar.@.4i","989.200","749.733"
"particularly","12","40,140","p@`.t""I.kj@.l@`.li","822.733","715.231"
"particulars","11","1,260","p@`.t""I.kj@.l@`z","878.375","766.370"
"particulate","11","284","pAr.t""I.kj@.l@t","871.308","857.708"
"parties","7","21,017","p""Ar.4iz","631.515","637.889"
"parting","7","1,004","p""Ar4.IN","716.750","654.464"
"partings","8","9","p""Ar4.INz","756.667","773.400"
"partisan","8","1,467","p""Ar.4@.zn=","799.429","711.769"
"partisans","9","460","p""Ar.4@.zn=z","878.107","741.118"
"partisanship","12","214","p""Ar.4@.zn=.S%Ip","957.714","960.286"
"partition","9","21,415","pArt.""I.Sn=","815.897","697.160"
"partitions","10","6,588","pArt.""I.Sn=z","935.400","823.522"
"partly","6","6,486","p""Art.li","687.968","637.500"
"partner","7","17,565","p""Art.n@`","614.935","596.357"
"partnered","9","156","p""Art.n@`d","811.258","822.857"
"partners","8","10,358","p""Art.n@`z","739.469","614.037"
"partnership","11","4,208","p""Art.n@`.S%Ip","704.576","657.464"
"partook","7","44","pAr.t""Uk","883.467","697.231"
"partridge","9","619","p""Ar.trIdZ","845.080","789.000"
"parts","5","66,285","p""Arts","684.743","587.222"
"party","5","68,745","p""Ar.4i","539.710","558.036"
"party's","7","1,606","p""Ar.4iz","676.394","635.615"
"pa's","4","192","p""Az","836.261","604.630"
"Pasadena","8","2,340","p%a.s@.d""i.n@","999.208","759.440"
"Pasadena's","10","1","p%a.s@.d""i.n@z","910.586","872.880"
"Pascal","6","14,581","pa.sk""al","739.267","661.185"
"pass","4","48,574","p""as","559.848","583.577"
"passable","8","434","p""as.@.bl=","815.500","700.037"
"passage","7","8,939","p""as.@dZ","721.647","637.179"
"passages","8","2,861","p""as.@dZ.@z","744.107","624.731"
"passageway","10","243","p""as.@dZ.w%e","880.265","698.846"
"passbook","8","42","p""as.b%Uk","751.172","631.481"
"passe","5","895","pa.s""e","830.417","758.905"
"passed","6","30,331","p""ast","674.061","619.037"
"passenger","9","4,247","p""a.sn=.dZ@`","694.323","658.929"
"passengers","10","3,465","p""a.sn=.dZ@`z","676.969","649.741"
"passerby","8","104","p%as.@`.b""aI","733.037","813.464"
"passes","6","9,970","p""as.@z","666.375","580.148"
"passing","7","15,708","p""as.IN","694.697","584.111"
"passion","7","6,347","p""a.Sn=","589.545","583.107"
"passionate","10","2,319","p""a.Sn=.@t","710.515","654.964"
"passionately","12","748","p""a.Sn=.@t.li","780.152","701.926"
"passionflower","13","22","""paS@n.""flaU@`","1,031.923","930.955"
"passionless","11","20","p""a.Sn=.l@s","818.879","709.360"
"passions","8","912","p""a.Sn=z","685.559","619.333"
"passive","7","4,596","p""a.sIv","598.968","597.407"
"passively","9","451","p""a.sIv.li","758.000","603.308"
"passiveness","11","17","p""a.sIv.n@s","798.344","763.231"
"passivity","9","287","pa.s""Iv.@.4i","794.900","943.850"
"passkey","7","14","p""as.k%i","866.846","696.038"
"Passover","8","783","p""as.%o.v@`","681.647","612.321"
"passport","8","4,237","p""as.p%Ort","685.788","586.250"
"password","8","20,193","p""as.w%3`d","614.471","583.519"
"past","4","89,390","p""ast","618.364","558.679"
"pasta","5","2,037","p""A.st@","565.812","603.704"
"paste","5","6,656","p""est","597.242","625.708"
"pasteboard","10","46","p""est.b%Ord","829.273","727.160"
"pasted","6","991","p""est.@d","688.714","647.800"
"pastel","6","364","pa.st""El","677.879","665.455"
"pastels","7","178","pa.st""Elz","725.903","694.080"
"pastes","6","113","p""ests","823.143","837.545"
"Pasteur","7","338","pa.st""3`","839.583","805.217"
"pasteurization","14","85","p%as.tS@`.r@z.""e.Sn=","983.704","912.857"
"pasteurize","10","18","p""as.tS@`.raIz","838.500","790.852"
"pastime","7","418","p""a.st%aIm","710.382","610.481"
"pastimes","8","223","p""a.st%aImz","716.000","628.964"
"pasting","7","849","p""est.IN","682.552","772.083"
"pastness","8","2","p""ast.n%Es","805.050","688.478"
"pastor","6","2,086","p""a.st@`","664.281","601.593"
"pastoral","8","422","p""a.st@`.@l","742.333","686.333"
"pastorale","9","12","""past@`@%laIz","975.733","903.800"
"pastors","7","621","p""a.st@`z","651.452","627.286"
"pastor's","8","40","p""a.st@`z","670.848","638.520"
"pastrami","8","33","p@""strAmi","1,026.571","887.926"
"pastry","6","659","p""e.stri","683.067","637.708"
"pasture","7","1,179","p""as.tS@`","741.516","617.071"
"pastures","8","534","p""as.tS@`z","722.909","684.321"
"pasty","5","202","p""est.i","674.867","648.519"
"pat","3","17,025","p""at","634.781","601.769"
"Patagonians","11","5","p%a.4@.g""o.ni@nz","985.579","1,036.286"
"patch","5","25,238","p""atS","534.382","602.385"
"patched","7","1,829","p""atSt","672.485","619.552"
"patches","7","13,190","p""atS.@z","683.219","623.929"
"patchwork","9","298","p""atS.w%3`k","666.697","621.231"
"patchy","6","127","p""atS.i","785.000","672.704"
"pate","4","472","p""et","838.778","769.200"
"patella","7","71","p@.t""E.l@","945.087","759.688"
"patent","6","8,958","p""a.tn=t","749.152","755.833"
"patented","8","1,851","p""a.tn=t.@d","712.067","778.333"
"patentees","9","25","p%a.tn=t.""iz","1,087.636","972.625"
"patenting","9","197","p""a.tn=t.IN","786.560","809.765"
"patents","7","4,247","p""a.tn=ts","760.179","918.727"
"paternal","8","459","p@.t""3`.nl=","878.586","783.600"
"paternalism","11","56","p@.t""3`.nl=.%I.zm=","882.462","1,035.762"
"paternalistic","13","173","p@.t%3`.nl=.""Ist.Ik","1,033.815","1,002.368"
"paternally","10","8","p@.t""3`.nl=.i","803.074","864.308"
"paternity","9","653","p@.t""3`.n@.4i","765.600","767.000"
"path","4","43,722","p""aT","599.844","579.407"
"pathetic","8","8,150","p@.T""E.4Ik","678.125","661.778"
"pathfinder","10","657","p""aT.f%aIn4.@`","743.061","646.679"
"pathless","8","8","p""aT.l@s","738.750","630.655"
"pathogenesis","12","204","p%a.T@.dZ""E.n@.sIs","1,340.727","1,109.167"
"pathogenic","10","121","p%a.T@.dZ""En.Ik","921.034","884.667"
"pathologic","10","58","p%a.T@.l""A.dZIk","869.032","849.739"
"pathological","12","941","p%a.T@.l""A.dZIk.l=","851.719","777.500"
"pathologist","11","373","p@.T""A.l@.dZIst","830.848","808.385"
"pathology","9","1,279","p@.T""A.l@.dZi","713.294","702.885"
"pathos","6","158","p""e.TAs","852.174","736.565"
"paths","5","5,859","p""aDz","646.867","611.036"
"pathway","7","968","p""aT.w%e","704.500","630.704"
"pathways","8","1,005","p""aT.w%ez","662.469","638.037"
"patience","8","5,636","p""e.Sn=s","673.147","624.143"
"patient","7","14,671","p""e.Sn=t","577.848","616.556"
"patiently","9","1,120","p""e.Sn=t.li","749.029","656.846"
"patients","8","14,318","p""e.Sn=ts","656.647","600.000"
"patient's","9","852","p""e.Sn=ts","644.765","628.680"
"patina","6","134","p@.t""i.n@","810.625","803.000"
"patio","5","698","p""a.4i.o","661.188","611.464"
"patriarch","9","461","p""e.tri.%Ark","903.867","839.222"
"patriarchal","11","585","p%e.tri.""Ark.l=","930.481","879.000"
"patriarchy","10","561","p""e.tri.%Ark.i","929.500","892.609"
"Patricia","8","3,969","p@.tr""I.S@","743.529","721.556"
"patrician","9","78","p@.tr""I.Sn=","812.320","1,000.500"
"patricide","9","5","p""a.trI.s%aId","853.154","991.833"
"Patrick","7","21,152","p""a.trIk","691.312","637.846"
"Patrick's","9","698","p""a.trIks","688.879","633.250"
"patrimony","9","30","p""a.tr@.m%o.ni","807.050","872.556"
"patriot","7","1,775","p""e.tri@t","652.545","655.500"
"patriotic","9","1,314","p%e.tri.""A4.Ik","773.161","691.538"
"patriotism","10","701","p""e.tri@t.%I.zm=","814.200","725.893"
"patriots","8","1,214","p""e.tri@ts","672.727","665.778"
"patrol","6","5,794","p@.tr""ol","675.576","704.720"
"patrolled","9","187","p@.tr""old","728.606","701.038"
"patrolling","10","302","p@.tr""ol.IN","870.935","664.852"
"patrolman","9","123","p@.tr""ol.m@n","848.593","768.783"
"patrolman's","11","5","p@.tr""ol.m@nz","865.240","893.348"
"patrolmen","9","39","p@.tr""ol.m@n","826.360","995.333"
"patrols","7","703","p@.tr""olz","699.267","760.069"
"patron","6","1,673","p""e.tr@n","691.794","737.160"
"patronage","9","385","p""a.tr@n.IdZ","797.111","795.480"
"patroness","9","21","p""e.tr@n.@s","901.526","896.556"
"patronize","9","344","p""e.tr@n.aIz","830.250","694.615"
"patronized","10","79","p""e.tr@n.aIzd","856.355","715.808"
"patronizing","11","535","p""e.tr@n.%aIz.IN","809.867","729.214"
"patrons","7","1,693","p""e.tr@nz","732.161","699.370"
"Pat's","5","352","p""ats","658.441","601.333"
"Patsy","5","787","p""at.si","814.107","681.370"
"patted","6","413","p""a4.@d","645.161","656.321"
"patter","6","255","p""a.4@`","803.231","569.808"
"pattered","8","4","p""a.4@`d","683.722","690.350"
"pattern","7","19,583","p""a.4@`n","586.029","619.769"
"patterned","9","540","p""a.4@`nd","788.250","681.462"
"patterns","8","12,698","p""a.4@`nz","675.879","613.333"
"patties","7","260","p""a.4iz","726.742","689.536"
"patting","7","324","p""a4.IN","740.903","654.828"
"patty","5","1,978","p""a.4i","662.393","594.481"
"paucity","7","119","p""O.s@.4i","825.500","892.412"
"Paul","4","89,377","p""Ol","633.943","631.071"
"Paula","5","3,885","p""O.l@","643.515","630.462"
"Paula's","7","113","p""O.l@z","632.912","623.607"
"Paul's","6","2,670","p""Olz","633.636","599.286"
"paunch","6","45","p""OntS","639.714","766.000"
"paunchy","7","36","p""OntS.i","726.933","750.130"
"pauper","6","131","p""O.p@`","829.958","642.556"
"pauperize","9","3","p""O.p@`.aIz","1,068.077","827.455"
"pauper's","8","10","p""O.p@`z","893.792","767.815"
"pause","5","4,817","p""Oz","581.531","596.259"
"paused","6","1,805","p""Ozd","567.594","632.769"
"pauses","6","1,026","p""Oz.@z","664.455","612.074"
"pausing","7","592","p""Oz.IN","647.333","665.846"
"pave","4","749","p""ev","767.000","670.000"
"paved","5","1,292","p""evd","703.000","595.750"
"pavement","8","1,958","p""ev.m@nt","692.647","650.481"
"pavements","9","51","p""ev.m@nts","720.706","621.750"
"pavilion","8","672","p@.v""I.lj@n","775.586","764.115"
"pavilions","9","36","p@.v""I.lj@nz","881.808","740.760"
"paving","6","513","p""ev.IN","731.323","622.038"
"Pavlov","6","424","p""av.lAv","831.615","793.208"
"paw","3","1,963","p""O","669.484","601.074"
"pawing","6","157","p""O.IN","759.773","653.111"
"pawn","4","1,542","p""On","657.212","622.143"
"pawnbroker","10","17","p""On.br%ok.@`","833.304","791.643"
"pawnshop","8","70","p""On.S%Ap","785.094","678.786"
"paws","4","1,401","p""Oz","678.067","604.259"
"pay","3","133,802","p""e","579.576","534.000"
"payable","7","4,454","p""e@.bl=","667.548","653.074"
"paycheck","8","1,190","p""e.tS%Ek","694.324","603.857"
"payday","6","170","p""e.d%e","576.030","649.069"
"paying","6","26,011","p""e.IN","667.879","649.269"
"payload","7","1,258","p""e.l%od","722.212","662.652"
"paymaster","9","34","p""e.m%a.st@`","863.179","720.000"
"payment","7","30,487","p""e.m@nt","644.235","625.857"
"payments","8","8,078","p""e.m@nts","656.121","720.760"
